start;end;shorthand;extended;majmin;majmin_inv
145.26;145.92;"G:(3,5,#6)";"G:(3,5,#6)";"G:maj";"G:maj"
145.92;148.38;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
148.38;149.28;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
149.28;163.72;"G:(3,5,#6)";"G:(3,5,#6)";"G:maj";"G:maj"
163.72;166.34;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
166.34;167.24;"F#:7";"F#:(3,5,b7)";"F#:maj";"F#:maj"
167.24;169.62;"B:min";"B:(b3,5)";"B:min";"B:min"
169.62;172.94;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
172.94;175.96;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
175.96;178.36;"E:min";"E:(b3,5)/B";"E:min";"E:min/B"
178.36;180.76;"B:maj";"B:(3,5)";"B:maj";"B:maj"
180.76;181.18;"B:min";"B:(b3,5)";"B:min";"B:min"
181.18;186.32;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
186.32;191.02;"B:min";"B:(b3,5)";"B:min";"B:min"
