start;end;shorthand;extended;majmin;majmin_inv
38.42;39.46;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
39.46;40;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
40;40.56;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
40.56;41.6;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
41.6;42.08;"F:min";"F:(b3,5)";"F:min";"F:min"
42.08;42.58;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
42.58;44.2;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
44.2;44.82;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
44.82;45.36;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
45.36;46.48;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
46.48;47.02;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
47.02;49.02;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
49.02;51;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
51;53.18;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
53.18;55.24;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
55.24;56.8;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
56.8;57.32;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
57.32;58.34;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
58.34;59.38;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
59.38;61.48;"C:min";"C:(b3,5)";"C:min";"C:min"
61.48;63.64;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
63.64;65.28;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
65.28;65.82;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
65.82;66.92;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
66.92;68.08;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
68.08;71.6;"C:min";"C:(b3,5)";"C:min";"C:min"
71.6;72.18;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
72.18;75.84;"C:min";"C:(b3,5)";"C:min";"C:min"
75.84;76.42;"F:min";"F:(b3,5)";"F:min";"F:min"
76.42;77.42;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
77.42;78.44;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
78.44;79.48;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
79.48;80.64;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
80.64;82.92;"C:min";"C:(b3,5)";"C:min";"C:min"
82.92;85.06;"C:min";"C:(b3,5)";"C:min";"C:min"
85.06;87.24;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
87.24;87.78;"C:min";"C:(b3,5)";"C:min";"C:min"
87.78;88.26;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
88.26;88.72;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
88.72;89.26;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
89.26;91.48;"C:min";"C:(b3,5)";"C:min";"C:min"
91.48;93.52;"C:min";"C:(b3,5)";"C:min";"C:min"
93.52;95.62;"D:hdim7/C";"D:(b3,b5,b7)/C";"D:min";"D:min/C"
95.62;96.1;"C:min";"C:(b3,5)";"C:min";"C:min"
96.1;96.64;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
96.64;97.14;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
97.14;97.66;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
97.66;98.7;"C:min";"C:(b3,5)";"C:min";"C:min"
98.7;99.28;"A#/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
99.28;99.82;"A#:7";"A#:(3,5,b7)";"A#:maj";"A#:maj"
99.82;100.86;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
100.86;101.36;"C:min";"C:(b3,5)";"C:min";"C:min"
101.36;101.86;"F:7/C";"F:(3,5,b7)/C";"F:maj";"F:maj/C"
101.86;103.5;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
103.5;104.06;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
104.06;104.56;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
104.56;105.58;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
105.58;106.14;"A#";"A#:(3,5)";"A#:maj";"A#:maj"
106.14;107.16;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
107.16;107.7;"D:dim7/D#";"D:(b3,b5,bb7)/D#";"D:min";"D:min/D#"
107.7;108.2;"D#:7";"D#:(3,5,b7)";"D#:maj";"D#:maj"
108.2;109.28;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
109.28;109.8;"F:min";"F:(b3,5)";"F:min";"F:min"
109.8;110.32;"A#:7/F";"A#:(3,5,b7)/F";"A#:maj";"A#:maj/F"
110.32;111.98;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
111.98;112.6;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
112.6;113.14;"D#:7/A#";"D#:(3,5,b7)/A#";"D#:maj";"D#:maj/A#"
113.68;114.24;"G#/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
114.24;114.74;"D#";"D#:(3,5)";"D#:maj";"D#:maj"
114.74;116.76;"G#";"G#:(3,5)";"G#:maj";"G#:maj"
116.76;118.66;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
118.66;120.84;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
120.84;122.92;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
122.92;124.46;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
124.46;124.98;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
124.98;126.08;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
126.08;127.16;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
127.16;129.36;"C:min";"C:(b3,5)";"C:min";"C:min"
129.36;131.52;"D:hdim7/F";"D:(b3,b5,b7)/F";"D:min";"D:min/F"
131.52;133.12;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
133.12;133.72;"D#/G";"D#:(3,5)/G";"D#:maj";"D#:maj/G"
133.72;135;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
135;136.32;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
136.32;140.04;"C:min";"C:(b3,5)";"C:min";"C:min"
140.04;140.66;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
140.66;142.22;"C:min";"C:(b3,5)";"C:min";"C:min"
142.22;142.92;"B:dim7/C";"B:(b3,b5,bb7)/C";"B:min";"B:min/C"
142.92;144.44;"C:min";"C:(b3,5)";"C:min";"C:min"
144.44;145.18;"F:min";"F:(b3,5)";"F:min";"F:min"
145.18;146.18;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
146.18;147.26;"F:min7/G#";"F:(b3,5,b7)/G#";"F:min";"F:min/G#"
147.26;148.4;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
148.4;149.92;"G";"G:(3,5)";"G:maj";"G:maj"
149.92;152.96;"C";"C:(3,5)";"C:maj";"C:maj"
152.96;155.58;"C";"C:(3,5)";"C:maj";"C:maj"
155.58;158.16;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
158.16;159.36;"C";"C:(3,5)";"C:maj";"C:maj"
159.36;159.9;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
159.9;160.96;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
160.96;163.22;"C";"C:(3,5)";"C:maj";"C:maj"
163.22;165.6;"C";"C:(3,5)";"C:maj";"C:maj"
165.6;168.14;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
168.14;168.74;"C";"C:(3,5)";"C:maj";"C:maj"
168.74;169.36;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
169.36;170.54;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
170.54;171.72;"C";"C:(3,5)";"C:maj";"C:maj"
171.72;172.38;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
172.38;173.04;"C:7/E";"C:(3,5,b7)/E";"C:maj";"C:maj/E"
173.04;174.22;"F";"F:(3,5)";"F:maj";"F:maj"
174.22;174.78;"D:min";"D:(b3,5)";"D:min";"D:min"
174.78;175.44;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
175.44;177.2;"C";"C:(3,5)";"C:maj";"C:maj"
177.2;178.02;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
178.02;178.6;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
178.6;179.28;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
179.28;180.48;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
180.48;181.6;"F";"F:(3,5)";"F:maj";"F:maj"
181.6;182.14;"D:min7";"D:(b3,5,b7)";"D:min";"D:min"
182.14;182.76;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
182.76;183.88;"C";"C:(3,5)";"C:maj";"C:maj"
183.88;184.48;"A:min";"A:(b3,5)";"A:min";"A:min"
184.48;185.06;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
185.06;186.82;"G";"G:(3,5)";"G:maj";"G:maj"
186.82;187.56;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
187.56;188.26;"G:7/D";"G:(3,5,b7)/D";"G:maj";"G:maj/D"
188.26;189.08;"C/E";"C:(3,5)/E";"C:maj";"C:maj/E"
189.08;190.36;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
190.36;192.62;"C";"C:(3,5)";"C:maj";"C:maj"
192.62;194.78;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
194.78;197.2;"C";"C:(3,5)";"C:maj";"C:maj"
197.2;199.5;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
199.5;201.12;"C";"C:(3,5)";"C:maj";"C:maj"
201.12;202.96;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
202.96;204.26;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
204.26;206.6;"C";"C:(3,5)";"C:maj";"C:maj"
206.6;208.86;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
208.86;210.62;"C";"C:(3,5)";"C:maj";"C:maj"
210.62;212.54;"C/G";"C:(3,5)/G";"C:maj";"C:maj/G"
212.54;213.84;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
213.84;216.06;"C";"C:(3,5)";"C:maj";"C:maj"
216.06;218.64;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
218.64;221.22;"G";"G:(3,5)";"G:maj";"G:maj"
221.22;221.76;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
221.76;222.86;"C:min";"C:(b3,5)";"C:min";"C:min"
222.86;223.84;"F:min/C";"F:(b3,5)/C";"F:min";"F:min/C"
223.84;224.92;"F:min";"F:(b3,5)";"F:min";"F:min"
224.92;226.68;"C:min/G";"C:(b3,5)/G";"C:min";"C:min/G"
226.68;227.9;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
227.9;231.84;"C:min";"C:(b3,5)";"C:min";"C:min"
231.84;233.38;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
233.38;238.44;"C:min";"C:(b3,5)";"C:min";"C:min"
