start;end;shorthand;extended;majmin;majmin_inv
24.18;25.02;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
25.02;25.32;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
25.32;26.52;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
26.52;28.7;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
28.7;29.08;"G#:min/B";"G#:(b3,5)/B";"G#:min";"G#:min/B"
29.08;30.36;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
30.36;30.96;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
30.96;31.56;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
31.56;32.68;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
32.68;33.28;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
33.28;33.68;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
33.68;34.88;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
34.88;37.22;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
37.22;37.74;"C:dim7";"C:(b3,b5,bb7)";"C:min";"C:min"
37.74;38.94;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
38.94;40.22;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
40.22;40.82;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
40.82;41.32;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
41.32;42.34;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
42.34;42.94;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
42.94;43.48;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
43.48;44.58;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
44.58;45.16;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
45.16;45.7;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
45.7;46.28;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
46.28;46.86;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
46.86;47.96;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
47.96;48.4;"C#:maj/G#";"C#:(3,5)/G#";"C#:maj";"C#:maj/G#"
48.4;49;"G#:7";"G#:(3,5,b7)";"G#:maj";"G#:maj"
49;50.94;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
50.94;51.24;"C#:7/G#";"C#:(3,5,b7)/G#";"C#:maj";"C#:maj/G#"
51.24;51.8;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
51.8;52.38;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
52.38;53.5;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
53.5;54.06;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
54.06;54.6;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
54.6;55.58;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
55.58;56.18;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
56.18;56.74;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
56.74;57.74;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
57.74;58.34;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
58.34;58.88;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
58.88;59.48;"A:maj";"A:(3,5)";"A:maj";"A:maj"
59.48;60.02;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
60.02;61.04;"A:maj";"A:(3,5)";"A:maj";"A:maj"
61.04;61.44;"C#:min/E";"C#:(b3,5)/E";"C#:min";"C#:min/E"
61.44;62.04;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
62.04;63.14;"A:maj";"A:(3,5)";"A:maj";"A:maj"
63.14;64.24;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
64.24;64.84;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
64.84;65.34;"C#:maj";"C#:(3,5)";"C#:maj";"C#:maj"
65.34;66.48;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
66.48;67.08;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
67.08;67.52;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
67.52;68.48;"F#:maj/A#";"F#:(3,5)/A#";"F#:maj";"F#:maj/A#"
68.48;69.08;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
69.08;69.68;"F#:maj";"F#:(3,5)";"F#:maj";"F#:maj"
69.68;70.88;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
70.88;72.04;"B:min/F#";"B:(b3,5)/F#";"B:min";"B:min/F#"
72.04;72.92;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
72.92;73.22;"C#:7";"C#:(3,5,b7)";"C#:maj";"C#:maj"
73.22;74.46;"F#:min";"F#:(b3,5)";"F#:min";"F#:min"
