start;end;shorthand;extended;majmin;majmin_inv
31.74;32.08;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
32.08;32.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
32.5;33.88;"C:maj";"C:(3,5)";"C:maj";"C:maj"
33.88;34.6;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
34.6;35;"E:min/B";"E:(b3,5)/B";"E:min";"E:min/B"
35;35.46;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
35.46;36.88;"E:min";"E:(b3,5)";"E:min";"E:min"
36.88;39.8;"D#:dim7/F#";"D#:(b3,b5,bb7)/F#";"D#:min";"D#:min/F#"
39.8;40.62;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
40.62;42.82;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
42.82;43.98;"A:min";"A:(b3,5)";"A:min";"A:min"
43.98;44.36;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
44.36;45.9;"D:min";"D:(b3,5)";"D:min";"D:min"
45.9;47.42;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
47.42;48.9;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
48.9;51.9;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
51.9;53.36;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
53.36;54.38;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
54.38;56.32;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
56.32;57.78;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
57.78;58.56;"A:min";"A:(b3,5)";"A:min";"A:min"
58.56;59.32;"A:(3,5,b7,b9)/C#";"A:(3,5,b7,b9)/C#";"A:maj";"A:maj/C#"
59.32;60.82;"D:min";"D:(b3,5)";"D:min";"D:min"
60.82;62.34;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
62.34;63.8;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
63.8;66.82;"A:min";"A:(b3,5)";"A:min";"A:min"
66.82;67.22;"A#:maj/D";"A#:(3,5)/D";"A#:maj";"A#:maj/D"
67.22;67.68;"F:maj/C";"F:(3,5)/C";"F:maj";"F:maj/C"
67.68;68.6;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
68.6;70.5;"F:maj";"F:(3,5)";"F:maj";"F:maj"
70.5;72.4;"F:maj";"F:(3,5)";"F:maj";"F:maj"
74.08;75.84;"C:7/G";"C:(3,5,b7)/G";"C:maj";"C:maj/G"
75.84;77.44;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
77.44;80.94;"D:(3,5,b7,b9)/A";"D:(3,5,b7,b9)/A";"D:maj";"D:maj/A"
80.94;81.8;"G:min";"G:(b3,5)";"G:min";"G:min"
81.8;82.6;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
82.6;84.24;"A:maj/C#";"A:(3,5)/C#";"A:maj";"A:maj/C#"
84.24;87.52;"D:(3,5,b7,b9)/A";"D:(3,5,b7,b9)/A";"D:maj";"D:maj/A"
87.52;88.38;"G:min";"G:(b3,5)";"G:min";"G:min"
88.38;89.38;"C:7";"C:(3,5,b7)";"C:maj";"C:maj"
89.38;90.94;"F:maj";"F:(3,5)";"F:maj";"F:maj"
90.94;96.72;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
96.72;97.46;"B:hdim7/F";"B:(b3,b5,b7)/F";"B:min";"B:min/F"
97.46;99.1;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
99.1;100.8;"A:min";"A:(b3,5)";"A:min";"A:min"
100.8;102.28;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
102.28;103.86;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
103.86;105.44;"A:min";"A:(b3,5)";"A:min";"A:min"
105.44;106.96;"A:min";"A:(b3,5)";"A:min";"A:min"
106.96;108.68;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
108.68;110.18;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
110.18;111.78;"A:min";"A:(b3,5)";"A:min";"A:min"
111.78;113.46;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
113.46;115.04;"A:min";"A:(b3,5)";"A:min";"A:min"
115.04;116.68;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
116.68;118.2;"E:maj/B";"E:(3,5)/B";"E:maj";"E:maj/B"
118.2;119.08;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
119.08;119.84;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
119.84;120.66;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
120.66;121.42;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
121.42;122.28;"F:maj";"F:(3,5)";"F:maj";"F:maj"
122.28;122.66;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
122.66;123.08;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
123.08;124.5;"C:maj";"C:(3,5)";"C:maj";"C:maj"
124.5;124.86;"F:maj/A";"F:(3,5)/A";"F:maj";"F:maj/A"
124.86;125.7;"E:min/B";"E:(b3,5)/B";"E:min";"E:min/B"
125.7;126.1;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
126.1;127.62;"E:min";"E:(b3,5)";"E:min";"E:min"
127.62;130.7;"D#:dim7/F#";"D#:(b3,b5,bb7)/F#";"D#:min";"D#:min/F#"
130.7;131.42;"E:min/G";"E:(b3,5)/G";"E:min";"E:min/G"
131.42;133.72;"E:(3,5,b7,b9)/G#";"E:(3,5,b7,b9)/G#";"E:maj";"E:maj/G#"
133.72;134.88;"A:min";"A:(b3,5)";"A:min";"A:min"
134.88;135.28;"A:(3,5,b7,b9)";"A:(3,5,b7,b9)";"A:maj";"A:maj"
135.28;136.84;"D:min";"D:(b3,5)";"D:min";"D:min"
136.84;138.36;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
138.36;139.8;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
139.8;142.84;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
142.84;144.36;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
144.36;145.84;"G#:dim7";"G#:(b3,b5,bb7)";"G#:min";"G#:min"
145.84;147.32;"B:hdim7/D";"B:(b3,b5,b7)/D";"B:min";"B:min/D"
147.32;148.88;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
148.88;150.06;"A:min";"A:(b3,5)";"A:min";"A:min"
150.06;150.52;"A:(3,5,b7,b9)/C#";"A:(3,5,b7,b9)/C#";"A:maj";"A:maj/C#"
150.52;151.98;"D:min";"D:(b3,5)";"D:min";"D:min"
151.98;153.56;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
153.56;158.06;"E:(3,5,b7,b9)";"E:(3,5,b7,b9)";"E:maj";"E:maj"
158.06;158.5;"A:min/E";"A:(b3,5)/E";"A:min";"A:min/E"
158.5;159.36;"E:7";"E:(3,5,b7)";"E:maj";"E:maj"
159.36;162.6;"A:min";"A:(b3,5)";"A:min";"A:min"
162.6;163.48;"F:maj7";"F:(3,5,7)";"F:maj";"F:maj"
163.48;163.84;"D#:dim7";"D#:(b3,b5,bb7)";"D#:min";"D#:min"
163.84;164.22;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
164.22;165.86;"C:maj";"C:(3,5)";"C:maj";"C:maj"
165.86;174.96;"A:min";"A:(b3,5)";"A:min";"A:min"
