start;end;shorthand;extended;majmin;majmin_inv
36.72;37.34;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
37.34;38.14;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
38.14;39.02;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
39.02;39.62;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
39.62;39.92;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
39.92;40.52;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
40.52;40.82;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
40.82;41.72;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
41.72;42.84;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
42.84;43.64;"G:min";"G:(b3,5)";"G:min";"G:min"
43.64;43.94;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
43.94;45.4;"G:min";"G:(b3,5)";"G:min";"G:min"
45.4;47.58;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
47.58;48.52;"G:min";"G:(b3,5)";"G:min";"G:min"
48.52;48.82;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
48.82;49.72;"G:min";"G:(b3,5)";"G:min";"G:min"
49.72;52.34;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
52.34;54.42;"G:min";"G:(b3,5)";"G:min";"G:min"
54.42;59.02;"G:maj";"G:(3,5)";"G:maj";"G:maj"
59.02;61.44;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
61.44;63.82;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
63.82;65.24;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
65.24;67.3;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
67.3;67.86;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
67.86;68.48;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
68.48;71.22;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
71.22;72.48;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
72.48;76.2;"G:maj";"G:(3,5)";"G:maj";"G:maj"
76.2;79.26;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
79.26;83.16;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
83.16;87.3;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
87.3;90.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
90.98;94.8;"C:min";"C:(b3,5)";"C:min";"C:min"
94.8;98.56;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
98.56;102.66;"C:min";"C:(b3,5)";"C:min";"C:min"
102.66;106.96;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
106.96;109.94;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
109.94;112.3;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
112.3;118.78;"G:min";"G:(b3,5)";"G:min";"G:min"
118.78;124.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
124.06;126.14;"B:7";"B:(3,5,b7)";"B:maj";"B:maj"
126.14;127.18;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
127.18;128.08;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
128.08;130.14;"G:maj";"G:(3,5)";"G:maj";"G:maj"
130.14;132.92;"G:maj";"G:(3,5)";"G:maj";"G:maj"
132.92;135.3;"E:min";"E:(b3,5)";"E:min";"E:min"
135.3;136.2;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
136.2;137.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
137.68;139.48;"G:maj";"G:(3,5)";"G:maj";"G:maj"
139.48;142.2;"C:maj/G";"C:(3,5)/G";"C:maj";"C:maj/G"
142.2;144.06;"G:maj";"G:(3,5)";"G:maj";"G:maj"
144.06;145.58;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
145.58;146.68;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
146.68;148.96;"G:maj";"G:(3,5)";"G:maj";"G:maj"
148.96;150.16;"A:min/C";"A:(b3,5)/C";"A:min";"A:min/C"
150.16;151.56;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
151.56;153.44;"G:maj";"G:(3,5)";"G:maj";"G:maj"
153.44;154.7;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
154.7;155.36;"E:hdim7";"E:(b3,b5,b7)";"E:min";"E:min"
155.36;155.88;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
155.88;156.18;"E:(3,b5,b7)";"E:(3,b5,b7)";"E:maj";"E:maj"
156.18;156.96;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
156.96;157.86;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
157.86;158.5;"G:7";"G:(3,5,b7)";"G:maj";"G:maj"
158.5;159.1;"C:min";"C:(b3,5)";"C:min";"C:min"
159.1;159.4;"D:(3,b5,b7)";"D:(3,b5,b7)";"D:maj";"D:maj"
159.4;160;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
160;160.82;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
160.82;161.6;"G:hdim7";"G:(b3,b5,b7)";"G:min";"G:min"
161.6;162.12;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
162.12;162.42;"G:(3,b5,b7)";"G:(3,b5,b7)";"G:min";"G:min/G#"
162.42;163.02;"F:min/G#";"F:(b3,5)/G#";"F:min";"F:min/G#"
163.02;163.32;"C:min/D#";"C:(b3,5)/D#";"C:min";"C:min/D#"
163.32;164.22;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
164.22;165.12;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
165.12;166.08;"G:min";"G:(b3,5)";"G:min";"G:min"
166.08;166.38;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
166.38;167.5;"G:min";"G:(b3,5)";"G:min";"G:min"
167.5;169.72;"G#:maj/C";"G#:(3,5)/C";"G#:maj";"G#:maj/C"
169.72;170.36;"G:min";"G:(b3,5)";"G:min";"G:min"
170.36;170.66;"A:(3,b5,b7)/G";"A:(3,b5,b7)/G";"A:maj";"A:maj/G"
170.66;171.56;"G:min";"G:(b3,5)";"G:min";"G:min"
171.56;174.74;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
174.74;177.88;"G:min";"G:(b3,5)";"G:min";"G:min"
177.88;183.24;"G:maj";"G:(3,5)";"G:maj";"G:maj"
183.24;185.16;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
185.16;187.58;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
187.58;189.04;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
189.04;191.24;"G:7/F";"G:(3,5,b7)/F";"G:maj";"G:maj/F"
191.24;191.74;"C:maj/E";"C:(3,5)/E";"C:maj";"C:maj/E"
191.74;192.6;"G:maj/D";"G:(3,5)/D";"G:maj";"G:maj/D"
192.6;195.92;"A:min7/C";"A:(b3,5,b7)/C";"A:min";"A:min/C"
195.92;197.28;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
197.28;200.98;"G:maj";"G:(3,5)";"G:maj";"G:maj"
200.98;204.96;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
204.96;208.98;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
208.98;212.92;"D:7/C";"D:(3,5,b7)/C";"D:maj";"D:maj/C"
212.92;217.7;"G:maj/B";"G:(3,5)/B";"G:maj";"G:maj/B"
217.7;221.42;"C:min";"C:(b3,5)";"C:min";"C:min"
221.42;225.02;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
225.02;230.26;"C:min";"C:(b3,5)";"C:min";"C:min"
230.26;234.98;"G:min/A#";"G:(b3,5)/A#";"G:min";"G:min/A#"
234.98;238.06;"A:hdim7/D#";"A:(b3,b5,b7)/D#";"A:min";"A:min/D#"
238.06;241.32;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
241.32;251.18;"G:min";"G:(b3,5)";"G:min";"G:min"
