start;end;shorthand;extended;majmin;majmin_inv
59.000;59.750;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
59.750;59.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
60.000;60.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
60.500;60.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
61.000;61.999;"D:min";"D:(b3,5)";"D:min";"D:min"
62.000;62.999;"E:hdim7/G";"E:(b3,b5,b7)/G";"E:min";"E:min/G"
63.000;63.750;"D:min/F";"D:(b3,5)/F";"D:min";"D:min/F"
63.750;63.999;"F/A";"F:(3,5)/A";"F:maj";"F:maj/A"
64.000;64.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
64.500;64.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
65.000;66.750;"D:min";"D:(b3,5)";"D:min";"D:min"
66.750;66.999;"C#:dim7/D";"C#:(b3,b5,bb7)/D";"C#:min";"C#:min/D"
67.000;67.750;"D:min";"D:(b3,5)";"D:min";"D:min"
67.750;67.999;"C#:dim7/D";"C#:(b3,b5,bb7)/D";"C#:min";"C#:min/D"
68.000;68.750;"D:min";"D:(b3,5)";"D:min";"D:min"
68.750;68.999;"G:min";"G:(b3,5)";"G:min";"G:min"
69.000;69.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
69.500;69.999;"G:min7/Bb";"G:(b3,5,b7)/Bb";"G:min";"G:min/Bb"
70.000;70.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
70.500;70.999;"A";"A:(3,5)";"A:maj";"A:maj"
71.000;71.999;"D";"D:(3,5)";"D:maj";"D:maj"
72.000;72.999;"D";"D:(3,5)";"D:maj";"D:maj"
73.000;73.999;"E:7/D";"E:(3,5,b7)/D";"E:maj";"E:maj/D"
74.000;74.500;"D";"D:(3,5)";"D:maj";"D:maj"
74.500;74.750;"D/A";"D:(3,5)/A";"D:maj";"D:maj/A"
74.750;74.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
75.000;75.999;"D";"D:(3,5)";"D:maj";"D:maj"
76.000;76.999;"D";"D:(3,5)";"D:maj";"D:maj"
77.000;77.999;"E:7/D";"E:(3,5,b7)/D";"E:maj";"E:maj/D"
78.000;78.250;"D";"D:(3,5)";"D:maj";"D:maj"
78.250;78.500;"D/A";"D:(3,5)/A";"D:maj";"D:maj/A"
78.500;78.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
79.000;79.500;"D";"D:(3,5)";"D:maj";"D:maj"
79.500;79.750;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
79.750;79.999;"D:7/F#";"D:(3,5,b7)/F#";"D:maj";"D:maj/F#"
80.000;80.500;"G";"G:(3,5)";"G:maj";"G:maj"
80.500;80.750;"E:min";"E:(b3,5)";"E:min";"E:min"
80.750;80.999;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
81.000;81.750;"D";"D:(3,5)";"D:maj";"D:maj"
81.750;81.999;"G/B";"G:(3,5)/B";"G:maj";"G:maj/B"
82.000;82.250;"D:7/A";"D:(3,5,b7)/A";"D:maj";"D:maj/A"
82.250;82.500;"G/B";"G:(3,5)/B";"G:maj";"G:maj/B"
82.500;82.999;"D:7";"D:(3,5,b7)";"D:maj";"D:maj"
83.000;83.500;"G";"G:(3,5)";"G:maj";"G:maj"
83.500;83.750;"E:min7";"E:(b3,5,b7)";"E:min";"E:min"
83.750;83.999;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
84.000;84.500;"D";"D:(3,5)";"D:maj";"D:maj"
84.500;84.750;"B:min";"B:(b3,5)";"B:min";"B:min"
84.750;84.999;"E:7/B";"E:(3,5,b7)/B";"E:maj";"E:maj/B"
85.000;85.750;"A";"A:(3,5)";"A:maj";"A:maj"
85.750;85.999;"D/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
86.000;86.250;"A:7/E";"A:(3,5,b7)/E";"A:maj";"A:maj/E"
86.250;86.500;"D/F#";"D:(3,5)/F#";"D:maj";"D:maj/F#"
86.500;86.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
87.000;87.999;"D";"D:(3,5)";"D:maj";"D:maj"
88.000;88.999;"E:7/D";"E:(3,5,b7)/D";"E:maj";"E:maj/D"
89.000;89.999;"D";"D:(3,5)";"D:maj";"D:maj"
90.000;90.999;"E:7/D";"E:(3,5,b7)/D";"E:maj";"E:maj/D"
91.000;91.750;"D";"D:(3,5)";"D:maj";"D:maj"
91.750;92.500;"D/A";"D:(3,5)/A";"D:maj";"D:maj/A"
92.500;92.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
93.000;93.999;"D";"D:(3,5)";"D:maj";"D:maj"
94.000;94.999;"E:7/D";"E:(3,5,b7)/D";"E:maj";"E:maj/D"
95.000;95.750;"D";"D:(3,5)";"D:maj";"D:maj"
95.750;96.500;"D/A";"D:(3,5)/A";"D:maj";"D:maj/A"
96.500;96.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
97.000;97.750;"D";"D:(3,5)";"D:maj";"D:maj"
97.750;98.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
98.500;98.999;"A";"A:(3,5)";"A:maj";"A:maj"
99.000;99.250;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
99.250;99.750;"D:min";"D:(b3,5)";"D:min";"D:min"
99.750;100.250;"G:min/D";"G:(b3,5)/D";"G:min";"G:min/D"
100.250;100.750;"G:min";"G:(b3,5)";"G:min";"G:min"
100.750;101.500;"D:min/A";"D:(b3,5)/A";"D:min";"D:min/A"
101.500;101.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
102.000;103.500;"D:min";"D:(b3,5)";"D:min";"D:min"
103.500;103.999;"A:7";"A:(3,5,b7)";"A:maj";"A:maj"
104.000;105.500;"D:min";"D:(b3,5)";"D:min";"D:min"
